inventory_id,snapshot_date,warehouse_id,warehouse_city,region,product_id,batch_id,manufacture_date,expiry_date,opening_stock_units,received_units,sold_units,damaged_units,closing_stock_units,reorder_level_units,stockout_days,near_expiry_units_90d,inventory_value_inr
I001964,2024-10-31,W01,Delhi,North,P020,P020-10-W01,2023-11-01,2025-05-01,1984,108,1508,15,569,906,0,0,32023.32
I001965,2024-10-31,W01,Delhi,North,P021,P021-10-W01,2024-05-01,2026-05-01,534,454,988,0,0,988,6,0,0
I001966,2024-10-31,W01,Delhi,North,P022,P022-10-W01,2024-02-01,2025-08-01,1959,151,1828,7,275,825,0,0,21384
I001967,2024-10-31,W01,Delhi,North,P023,P023-10-W01,2023-08-01,2026-02-01,918,1198,1195,10,911,972,0,0,85214.94
I001968,2024-10-31,W01,Delhi,North,P024,P024-10-W01,2024-02-01,2026-02-01,1969,1375,874,13,2457,604,0,0,532087.92
I001969,2024-10-31,W01,Delhi,North,P025,P025-10-W01,2024-02-01,2025-08-01,1032,1016,649,4,1395,656,0,0,21566.7
I001970,2024-10-31,W01,Delhi,North,P026,P026-10-W01,2023-08-01,2025-02-01,1389,1037,617,8,1801,706,0,0,46069.58
I001971,2024-10-31,W01,Delhi,North,P027,P027-10-W01,2024-05-01,2025-11-01,953,710,952,4,707,922,0,0,24313.73
I001972,2024-10-31,W01,Delhi,North,P028,P028-10-W01,2024-05-01,2026-11-01,1075,1129,1793,13,398,868,0,0,17734.88
I001973,2024-10-31,W01,Delhi,North,P029,P029-10-W01,2023-11-01,2026-11-01,2079,272,2221,8,122,754,0,0,7862.9
I001974,2024-10-31,W01,Delhi,North,P030,P030-10-W01,2023-08-01,2026-08-01,1725,0,838,11,876,740,0,0,54644.88
I001975,2024-10-31,W01,Delhi,North,P031,P031-10-W01,2023-11-01,2026-11-01,414,767,948,15,218,963,0,0,12746.46
I001976,2024-10-31,W01,Delhi,North,P032,P032-10-W01,2024-02-01,2026-08-01,695,947,1481,16,145,607,0,0,7489.25
I001977,2024-10-31,W01,Delhi,North,P033,P033-10-W01,2024-02-01,2026-08-01,536,1056,1254,8,330,766,0,0,23175.9
I001978,2024-10-31,W01,Delhi,North,P034,P034-10-W01,2023-08-01,2025-02-01,2452,1376,843,3,2982,721,0,0,197259.3
I001979,2024-10-31,W01,Delhi,North,P035,P035-10-W01,2024-02-01,2026-08-01,552,631,638,15,530,717,0,0,47180.6
I001980,2024-10-31,W01,Delhi,North,P036,P036-10-W01,2023-11-01,2025-05-01,403,591,994,0,0,508,9,0,0
I001981,2024-10-31,W02,Mumbai,West,P001,P001-10-W02,2024-05-01,2027-05-01,828,229,1057,0,0,939,2,0,0
I001982,2024-10-31,W02,Mumbai,West,P002,P002-10-W02,2024-05-01,2027-05-01,1601,251,610,15,1227,547,0,0,29803.83
I001983,2024-10-31,W02,Mumbai,West,P003,P003-10-W02,2023-11-01,2025-11-01,2389,1192,1406,5,2170,935,0,0,84109.2
I001984,2024-10-31,W02,Mumbai,West,P004,P004-10-W02,2024-05-01,2025-11-01,830,1425,1629,8,618,864,0,0,22112.04
I001985,2024-10-31,W02,Mumbai,West,P005,P005-10-W02,2023-08-01,2026-02-01,2267,1394,1168,13,2480,913,0,0,112889.6
I001986,2024-10-31,W02,Mumbai,West,P006,P006-10-W02,2024-05-01,2025-11-01,908,52,960,0,0,907,10,0,0
I001987,2024-10-31,W02,Mumbai,West,P007,P007-10-W02,2024-02-01,2025-08-01,2295,1371,960,1,2705,793,0,0,170144.5
I001988,2024-10-31,W02,Mumbai,West,P008,P008-10-W02,2024-02-01,2026-08-01,644,1477,904,4,1213,835,0,0,77729.04
I001989,2024-10-31,W02,Mumbai,West,P009,P009-10-W02,2024-05-01,2025-11-01,1690,764,1901,10,543,609,0,0,35115.81
I001990,2024-10-31,W02,Mumbai,West,P010,P010-10-W02,2023-11-01,2026-11-01,1432,661,616,1,1476,761,0,0,109209.24
I001991,2024-10-31,W02,Mumbai,West,P011,P011-10-W02,2024-05-01,2026-11-01,870,1347,1850,16,351,597,0,0,33211.62
I001992,2024-10-31,W02,Mumbai,West,P012,P012-10-W02,2023-11-01,2026-11-01,1982,1470,456,7,2989,624,0,0,664155.8
I001993,2024-10-31,W02,Mumbai,West,P013,P013-10-W02,2023-11-01,2025-05-01,1802,345,769,0,1378,838,0,0,37536.72
I001994,2024-10-31,W02,Mumbai,West,P014,P014-10-W02,2023-11-01,2025-05-01,677,1008,1099,0,586,663,0,0,14849.24
I001995,2024-10-31,W02,Mumbai,West,P015,P015-10-W02,2023-11-01,2026-11-01,2125,1031,1434,7,1715,507,0,0,48706
I001996,2024-10-31,W02,Mumbai,West,P016,P016-10-W02,2024-05-01,2026-11-01,1068,1074,823,15,1304,738,0,0,63165.76
I001997,2024-10-31,W02,Mumbai,West,P017,P017-10-W02,2023-08-01,2026-02-01,1084,620,1704,0,0,535,4,0,0
I001998,2024-10-31,W02,Mumbai,West,P018,P018-10-W02,2023-08-01,2026-02-01,1609,928,863,3,1671,694,0,0,114246.27
I001999,2024-10-31,W02,Mumbai,West,P019,P019-10-W02,2023-08-01,2025-08-01,657,682,1339,0,0,572,12,0,0
I002000,2024-10-31,W02,Mumbai,West,P020,P020-10-W02,2024-05-01,2025-11-01,703,973,1181,14,481,584,0,0,27070.68
I002001,2024-10-31,W02,Mumbai,West,P021,P021-10-W02,2024-02-01,2026-02-01,2450,36,1303,12,1171,540,0,0,85155.12
I002002,2024-10-31,W02,Mumbai,West,P022,P022-10-W02,2024-05-01,2025-11-01,449,982,1431,0,0,919,1,0,0
I002003,2024-10-31,W02,Mumbai,West,P023,P023-10-W02,2024-02-01,2026-08-01,1492,802,1478,6,810,978,0,0,75767.4
I002004,2024-10-31,W02,Mumbai,West,P024,P024-10-W02,2023-08-01,2025-08-01,2150,354,1593,5,906,830,0,0,196203.36
I002005,2024-10-31,W02,Mumbai,West,P025,P025-10-W02,2023-11-01,2025-05-01,1628,611,743,1,1495,923,0,0,23112.7
I002006,2024-10-31,W02,Mumbai,West,P026,P026-10-W02,2023-08-01,2025-02-01,1931,1124,1832,7,1216,989,0,0,31105.28
I002007,2024-10-31,W02,Mumbai,West,P027,P027-10-W02,2024-02-01,2025-08-01,1689,1104,1519,13,1261,523,0,0,43365.79
I002008,2024-10-31,W02,Mumbai,West,P028,P028-10-W02,2023-11-01,2026-05-01,2529,896,1377,14,2034,618,0,0,90635.04
I002009,2024-10-31,W02,Mumbai,West,P029,P029-10-W02,2023-11-01,2026-11-01,679,1309,1444,14,530,586,0,0,34158.5
I002010,2024-10-31,W02,Mumbai,West,P030,P030-10-W02,2023-08-01,2026-08-01,2074,245,1740,15,564,538,0,0,35182.32
I002011,2024-10-31,W02,Mumbai,West,P031,P031-10-W02,2023-11-01,2026-11-01,2401,917,1452,11,1855,656,0,0,108461.85
I002012,2024-10-31,W02,Mumbai,West,P032,P032-10-W02,2024-02-01,2026-08-01,1066,395,1461,0,0,859,9,0,0
I002013,2024-10-31,W02,Mumbai,West,P033,P033-10-W02,2024-05-01,2026-11-01,1716,630,892,4,1450,731,0,0,101833.5
I002014,2024-10-31,W02,Mumbai,West,P034,P034-10-W02,2023-08-01,2025-02-01,1437,1217,614,2,2038,806,0,0,134813.7
I002015,2024-10-31,W02,Mumbai,West,P035,P035-10-W02,2023-11-01,2026-05-01,1229,29,1258,0,0,611,7,0,0
I002016,2024-10-31,W02,Mumbai,West,P036,P036-10-W02,2024-05-01,2025-11-01,2140,335,1838,3,634,808,0,0,143848.26
I002017,2024-10-31,W03,Bengaluru,South,P001,P001-10-W03,2023-11-01,2026-11-01,1711,1222,1477,9,1447,595,0,0,30285.71
I002018,2024-10-31,W03,Bengaluru,South,P002,P002-10-W03,2023-11-01,2026-11-01,2474,242,1809,13,894,551,0,0,21715.26
I002019,2024-10-31,W03,Bengaluru,South,P003,P003-10-W03,2023-11-01,2025-11-01,1365,1278,1107,15,1521,504,0,0,58953.96
I002020,2024-10-31,W03,Bengaluru,South,P004,P004-10-W03,2024-05-01,2025-11-01,1897,837,1053,10,1671,699,0,0,59788.38
I002021,2024-10-31,W03,Bengaluru,South,P005,P005-10-W03,2024-02-01,2026-08-01,496,206,702,0,0,672,10,0,0
I002022,2024-10-31,W03,Bengaluru,South,P006,P006-10-W03,2024-05-01,2025-11-01,565,1292,1276,8,573,633,0,0,33251.19
I002023,2024-10-31,W03,Bengaluru,South,P007,P007-10-W03,2023-08-01,2025-02-01,1373,1246,1296,8,1315,541,0,0,82713.5
I002024,2024-10-31,W03,Bengaluru,South,P008,P008-10-W03,2024-02-01,2026-08-01,1553,511,1084,15,965,890,0,0,61837.2
I002025,2024-10-31,W03,Bengaluru,South,P009,P009-10-W03,2024-02-01,2025-08-01,1379,93,712,4,756,662,0,0,48890.52
I002026,2024-10-31,W03,Bengaluru,South,P010,P010-10-W03,2023-11-01,2026-11-01,1105,1245,786,5,1559,968,0,0,115350.41
I002027,2024-10-31,W03,Bengaluru,South,P011,P011-10-W03,2024-02-01,2026-08-01,2595,335,1210,4,1716,735,0,0,162367.92
I002028,2024-10-31,W03,Bengaluru,South,P012,P012-10-W03,2024-05-01,2027-05-01,689,859,874,3,671,800,0,0,149096.2
I002029,2024-10-31,W03,Bengaluru,South,P013,P013-10-W03,2023-08-01,2025-02-01,1485,149,539,12,1083,689,0,0,29500.92
I002030,2024-10-31,W03,Bengaluru,South,P014,P014-10-W03,2024-02-01,2025-08-01,2213,1213,681,5,2740,587,0,0,69431.6
I002031,2024-10-31,W03,Bengaluru,South,P015,P015-10-W03,2023-08-01,2026-08-01,1611,490,758,6,1337,733,0,0,37970.8
I002032,2024-10-31,W03,Bengaluru,South,P016,P016-10-W03,2024-05-01,2026-11-01,572,930,651,15,836,611,0,0,40495.84
I002033,2024-10-31,W03,Bengaluru,South,P017,P017-10-W03,2023-08-01,2026-02-01,1529,785,1218,8,1088,930,0,0,53551.36
I002034,2024-10-31,W03,Bengaluru,South,P018,P018-10-W03,2023-11-01,2026-05-01,981,1174,1876,14,265,539,0,0,18118.05
I002035,2024-10-31,W03,Bengaluru,South,P019,P019-10-W03,2023-11-01,2025-11-01,1481,1473,1827,13,1114,589,0,0,77333.88
I002036,2024-10-31,W03,Bengaluru,South,P020,P020-10-W03,2023-11-01,2025-05-01,1402,1221,1597,6,1020,521,0,0,57405.6
I002037,2024-10-31,W03,Bengaluru,South,P021,P021-10-W03,2024-02-01,2026-02-01,2447,1095,1743,11,1788,827,0,0,130023.36
I002038,2024-10-31,W03,Bengaluru,South,P022,P022-10-W03,2023-08-01,2025-02-01,1892,941,1509,5,1319,501,0,0,102565.44
I002039,2024-10-31,W03,Bengaluru,South,P023,P023-10-W03,2023-08-01,2026-02-01,2477,19,1584,13,899,807,0,0,84092.46
I002040,2024-10-31,W03,Bengaluru,South,P024,P024-10-W03,2024-05-01,2026-05-01,2070,705,616,15,2144,812,0,0,464304.64
I002041,2024-10-31,W03,Bengaluru,South,P025,P025-10-W03,2023-11-01,2025-05-01,2366,719,1760,3,1322,761,0,0,20438.12
I002042,2024-10-31,W03,Bengaluru,South,P026,P026-10-W03,2024-02-01,2025-08-01,1242,97,469,3,867,720,0,0,22177.86
I002043,2024-10-31,W03,Bengaluru,South,P027,P027-10-W03,2024-02-01,2025-08-01,2487,953,513,10,2917,544,0,0,100315.63
I002044,2024-10-31,W03,Bengaluru,South,P028,P028-10-W03,2023-08-01,2026-02-01,873,192,1020,5,40,738,0,0,1782.4
I002045,2024-10-31,W03,Bengaluru,South,P029,P029-10-W03,2023-08-01,2026-08-01,1754,517,1980,2,289,583,0,0,18626.05
I002046,2024-10-31,W03,Bengaluru,South,P030,P030-10-W03,2024-02-01,2027-02-01,852,1028,1543,12,325,617,0,0,20273.5
I002047,2024-10-31,W03,Bengaluru,South,P031,P031-10-W03,2023-11-01,2026-11-01,1414,654,1918,1,149,718,0,0,8712.03
I002048,2024-10-31,W03,Bengaluru,South,P032,P032-10-W03,2023-11-01,2026-05-01,1326,1285,1927,2,682,589,0,0,35225.3
I002049,2024-10-31,W03,Bengaluru,South,P033,P033-10-W03,2023-08-01,2026-02-01,1562,1071,459,3,2171,546,0,0,152469.33
I002050,2024-10-31,W03,Bengaluru,South,P034,P034-10-W03,2024-05-01,2025-11-01,469,50,519,0,0,539,3,0,0
I002051,2024-10-31,W03,Bengaluru,South,P035,P035-10-W03,2024-02-01,2026-08-01,2392,950,1191,1,2150,885,0,0,191393
I002052,2024-10-31,W03,Bengaluru,South,P036,P036-10-W03,2024-05-01,2025-11-01,1759,439,1807,13,378,740,0,0,85764.42
I002053,2024-10-31,W04,Kolkata,East,P001,P001-10-W04,2023-11-01,2026-11-01,1195,1296,1222,5,1264,945,0,0,26455.52
I002054,2024-10-31,W04,Kolkata,East,P002,P002-10-W04,2024-05-01,2027-05-01,2052,1081,1252,6,1875,674,0,0,45543.75
I002055,2024-10-31,W04,Kolkata,East,P003,P003-10-W04,2024-02-01,2026-02-01,1585,344,1135,11,783,588,0,0,30349.08
I002056,2024-10-31,W04,Kolkata,East,P004,P004-10-W04,2024-02-01,2025-08-01,1925,279,1077,9,1118,861,0,0,40002.04
I002057,2024-10-31,W04,Kolkata,East,P005,P005-10-W04,2023-08-01,2026-02-01,1667,1155,1975,13,834,645,0,0,37963.68
I002058,2024-10-31,W04,Kolkata,East,P006,P006-10-W04,2024-05-01,2025-11-01,2135,1255,1603,5,1782,702,0,0,103409.46
I002059,2024-10-31,W04,Kolkata,East,P007,P007-10-W04,2024-05-01,2025-11-01,1496,1134,1526,3,1101,757,0,0,69252.9
I002060,2024-10-31,W04,Kolkata,East,P008,P008-10-W04,2024-05-01,2026-11-01,788,654,1044,1,397,829,0,0,25439.76
I002061,2024-10-31,W04,Kolkata,East,P009,P009-10-W04,2024-02-01,2025-08-01,2283,751,922,14,2098,929,0,0,135677.66
I002062,2024-10-31,W04,Kolkata,East,P010,P010-10-W04,2023-08-01,2026-08-01,1891,243,563,5,1566,877,0,0,115868.34
I002063,2024-10-31,W04,Kolkata,East,P011,P011-10-W04,2023-11-01,2026-05-01,2245,1333,686,14,2878,598,0,0,272316.36
I002064,2024-10-31,W04,Kolkata,East,P012,P012-10-W04,2024-02-01,2027-02-01,1555,1329,456,7,2421,871,0,0,537946.2
I002065,2024-10-31,W04,Kolkata,East,P013,P013-10-W04,2023-08-01,2025-02-01,762,703,1465,0,0,709,11,0,0
I002066,2024-10-31,W04,Kolkata,East,P014,P014-10-W04,2024-02-01,2025-08-01,2419,477,461,2,2433,770,0,0,61652.22
I002067,2024-10-31,W04,Kolkata,East,P015,P015-10-W04,2024-05-01,2027-05-01,885,1213,1877,15,206,789,0,0,5850.4
I002068,2024-10-31,W04,Kolkata,East,P016,P016-10-W04,2023-11-01,2026-05-01,1395,1212,613,6,1988,742,0,0,96298.72
I002069,2024-10-31,W04,Kolkata,East,P017,P017-10-W04,2024-05-01,2026-11-01,1200,1156,814,16,1526,703,0,0,75109.72
I002070,2024-10-31,W04,Kolkata,East,P018,P018-10-W04,2023-11-01,2026-05-01,838,1156,1994,0,0,966,11,0,0
I002071,2024-10-31,W04,Kolkata,East,P019,P019-10-W04,2023-08-01,2025-08-01,2458,535,1719,12,1262,610,0,0,87608.04
I002072,2024-10-31,W04,Kolkata,East,P020,P020-10-W04,2024-05-01,2025-11-01,1077,1165,1506,1,735,759,0,0,41365.8
I002073,2024-10-31,W04,Kolkata,East,P021,P021-10-W04,2023-08-01,2025-08-01,2301,831,1161,6,1965,950,0,0,142894.8
I002074,2024-10-31,W04,Kolkata,East,P022,P022-10-W04,2024-05-01,2025-11-01,2291,479,1834,10,926,764,0,0,72005.76
I002075,2024-10-31,W04,Kolkata,East,P023,P023-10-W04,2023-11-01,2026-05-01,805,1389,1018,8,1168,575,0,0,109254.72
I002076,2024-10-31,W04,Kolkata,East,P024,P024-10-W04,2024-05-01,2026-05-01,492,1078,1029,10,531,996,0,0,114993.36
I002077,2024-10-31,W04,Kolkata,East,P025,P025-10-W04,2023-11-01,2025-05-01,1651,705,453,9,1894,547,0,0,29281.24
I002078,2024-10-31,W04,Kolkata,East,P026,P026-10-W04,2023-11-01,2025-05-01,523,633,576,5,575,564,0,0,14708.5
I002079,2024-10-31,W04,Kolkata,East,P027,P027-10-W04,2023-08-01,2025-02-01,2137,1460,1145,13,2439,827,0,0,83877.21
I002080,2024-10-31,W04,Kolkata,East,P028,P028-10-W04,2023-08-01,2026-02-01,940,567,1291,5,211,901,0,0,9402.16
I002081,2024-10-31,W04,Kolkata,East,P029,P029-10-W04,2024-02-01,2027-02-01,460,1184,1644,0,0,681,8,0,0
I002082,2024-10-31,W04,Kolkata,East,P030,P030-10-W04,2023-08-01,2026-08-01,2215,63,823,16,1439,889,0,0,89764.82
I002083,2024-10-31,W04,Kolkata,East,P031,P031-10-W04,2024-05-01,2027-05-01,2268,715,472,8,2503,918,0,0,146350.41
I002084,2024-10-31,W04,Kolkata,East,P032,P032-10-W04,2023-11-01,2026-05-01,1030,1150,1343,12,825,845,0,0,42611.25
I002085,2024-10-31,W04,Kolkata,East,P033,P033-10-W04,2023-11-01,2026-05-01,1855,388,843,15,1385,504,0,0,97268.55
I002086,2024-10-31,W04,Kolkata,East,P034,P034-10-W04,2023-11-01,2025-05-01,1783,1031,1778,12,1024,881,0,0,67737.6
I002087,2024-10-31,W04,Kolkata,East,P035,P035-10-W04,2024-02-01,2026-08-01,1014,1002,757,6,1253,731,0,0,111542.06
I002088,2024-10-31,W04,Kolkata,East,P036,P036-10-W04,2024-05-01,2025-11-01,1064,1465,940,8,1581,656,0,0,358713.09
I002089,2024-10-31,W05,Indore,Central,P001,P001-10-W05,2024-05-01,2027-05-01,1413,967,1104,3,1273,578,0,0,26643.89
I002090,2024-10-31,W05,Indore,Central,P002,P002-10-W05,2024-05-01,2027-05-01,652,1500,1694,3,455,583,0,0,11051.95
I002091,2024-10-31,W05,Indore,Central,P003,P003-10-W05,2024-05-01,2026-05-01,1548,251,1346,2,451,733,0,0,17480.76
I002092,2024-10-31,W05,Indore,Central,P004,P004-10-W05,2024-02-01,2025-08-01,733,1017,1750,0,0,970,8,0,0
I002093,2024-10-31,W05,Indore,Central,P005,P005-10-W05,2023-11-01,2026-05-01,2370,1096,1791,13,1662,787,0,0,75654.24
I002094,2024-10-31,W05,Indore,Central,P006,P006-10-W05,2024-02-01,2025-08-01,1315,747,896,12,1154,530,0,0,66966.62
I002095,2024-10-31,W05,Indore,Central,P007,P007-10-W05,2024-02-01,2025-08-01,1611,1194,1070,7,1728,622,0,0,108691.2
I002096,2024-10-31,W05,Indore,Central,P008,P008-10-W05,2024-05-01,2026-11-01,439,251,690,0,0,852,2,0,0
I002097,2024-10-31,W05,Indore,Central,P009,P009-10-W05,2024-02-01,2025-08-01,2513,776,1542,1,1746,598,0,0,112913.82
I002098,2024-10-31,W05,Indore,Central,P010,P010-10-W05,2023-08-01,2026-08-01,964,927,991,2,898,875,0,0,66443.02
I002099,2024-10-31,W05,Indore,Central,P011,P011-10-W05,2024-05-01,2026-11-01,1528,299,999,16,812,529,0,0,76831.44
I002100,2024-10-31,W05,Indore,Central,P012,P012-10-W05,2024-05-01,2027-05-01,689,1160,1758,0,91,653,0,0,20220.2
I002101,2024-10-31,W05,Indore,Central,P013,P013-10-W05,2024-05-01,2025-11-01,1545,1279,594,11,2219,695,0,0,60445.56
I002102,2024-10-31,W05,Indore,Central,P014,P014-10-W05,2023-08-01,2025-02-01,1873,954,1691,14,1122,837,0,0,28431.48
I002103,2024-10-31,W05,Indore,Central,P015,P015-10-W05,2023-08-01,2026-08-01,1685,1085,1522,4,1244,596,0,0,35329.6
I002104,2024-10-31,W05,Indore,Central,P016,P016-10-W05,2023-11-01,2026-05-01,1485,1035,516,11,1993,780,0,0,96540.92
I002105,2024-10-31,W05,Indore,Central,P017,P017-10-W05,2023-08-01,2026-02-01,1064,507,1571,0,0,967,9,0,0
I002106,2024-10-31,W05,Indore,Central,P018,P018-10-W05,2024-02-01,2026-08-01,2120,703,2175,5,643,581,0,0,43961.91
I002107,2024-10-31,W05,Indore,Central,P019,P019-10-W05,2023-08-01,2025-08-01,2160,1173,1837,9,1487,555,0,0,103227.54
I002108,2024-10-31,W05,Indore,Central,P020,P020-10-W05,2023-08-01,2025-02-01,736,261,477,13,507,997,0,0,28533.96
I002109,2024-10-31,W05,Indore,Central,P021,P021-10-W05,2023-11-01,2025-11-01,1249,255,1203,9,292,743,0,0,21234.24
I002110,2024-10-31,W05,Indore,Central,P022,P022-10-W05,2024-05-01,2025-11-01,574,1033,1607,0,0,592,2,0,0
I002111,2024-10-31,W05,Indore,Central,P023,P023-10-W05,2024-02-01,2026-08-01,1535,254,1104,6,679,767,0,0,63513.66
I002112,2024-10-31,W05,Indore,Central,P024,P024-10-W05,2024-05-01,2026-05-01,1540,38,987,2,589,646,0,0,127553.84
I002113,2024-10-31,W05,Indore,Central,P025,P025-10-W05,2023-11-01,2025-05-01,934,537,1180,6,285,542,0,0,4406.1
I002114,2024-10-31,W05,Indore,Central,P026,P026-10-W05,2023-11-01,2025-05-01,2538,715,1574,15,1664,593,0,0,42565.12
I002115,2024-10-31,W05,Indore,Central,P027,P027-10-W05,2023-11-01,2025-05-01,1038,173,1211,0,0,606,9,0,0
I002116,2024-10-31,W05,Indore,Central,P028,P028-10-W05,2024-02-01,2026-08-01,1629,405,1080,7,947,973,0,0,42198.32
I002117,2024-10-31,W05,Indore,Central,P029,P029-10-W05,2024-05-01,2027-05-01,1717,717,2168,5,261,660,0,0,16821.45
I002118,2024-10-31,W05,Indore,Central,P030,P030-10-W05,2024-02-01,2027-02-01,2149,515,866,8,1790,911,0,0,111660.2
I002119,2024-10-31,W05,Indore,Central,P031,P031-10-W05,2024-05-01,2027-05-01,725,653,1378,0,0,666,6,0,0
I002120,2024-10-31,W05,Indore,Central,P032,P032-10-W05,2023-11-01,2026-05-01,857,47,904,0,0,549,10,0,0
I002121,2024-10-31,W05,Indore,Central,P033,P033-10-W05,2023-11-01,2026-05-01,460,19,479,0,0,644,9,0,0
I002122,2024-10-31,W05,Indore,Central,P034,P034-10-W05,2024-05-01,2025-11-01,1619,817,1559,12,865,851,0,0,57219.75
I002123,2024-10-31,W05,Indore,Central,P035,P035-10-W05,2023-11-01,2026-05-01,1545,709,1394,7,853,786,0,0,75934.06
I002124,2024-10-31,W05,Indore,Central,P036,P036-10-W05,2023-11-01,2025-05-01,687,1251,1401,12,525,757,0,0,119117.25
I002125,2024-10-31,W06,Hyderabad,South,P001,P001-10-W06,2023-11-01,2026-11-01,864,388,1252,0,0,775,10,0,0
I002126,2024-10-31,W06,Hyderabad,South,P002,P002-10-W06,2024-05-01,2027-05-01,863,573,1436,0,0,598,5,0,0
I002127,2024-10-31,W06,Hyderabad,South,P003,P003-10-W06,2024-05-01,2026-05-01,565,1342,1438,10,459,755,0,0,17790.84
I002128,2024-10-31,W06,Hyderabad,South,P004,P004-10-W06,2023-08-01,2025-02-01,1131,795,1601,1,324,799,0,0,11592.72
I002129,2024-10-31,W06,Hyderabad,South,P005,P005-10-W06,2023-11-01,2026-05-01,1657,347,612,15,1377,675,0,0,62681.04
I002130,2024-10-31,W06,Hyderabad,South,P006,P006-10-W06,2023-08-01,2025-02-01,807,368,1175,0,0,769,6,0,0
I002131,2024-10-31,W06,Hyderabad,South,P007,P007-10-W06,2024-02-01,2025-08-01,1912,895,831,3,1973,811,0,0,124101.7
I002132,2024-10-31,W06,Hyderabad,South,P008,P008-10-W06,2024-02-01,2026-08-01,418,486,904,0,0,533,7,0,0
I002133,2024-10-31,W06,Hyderabad,South,P009,P009-10-W06,2024-05-01,2025-11-01,1868,1193,816,7,2238,647,0,0,144731.46
I002134,2024-10-31,W06,Hyderabad,South,P010,P010-10-W06,2023-11-01,2026-11-01,2549,646,1148,10,2037,832,0,0,150717.63
I002135,2024-10-31,W06,Hyderabad,South,P011,P011-10-W06,2023-11-01,2026-05-01,605,680,1285,0,0,683,4,0,0
I002136,2024-10-31,W06,Hyderabad,South,P012,P012-10-W06,2023-08-01,2026-08-01,2440,678,1108,7,2003,833,0,0,445066.6
I002137,2024-10-31,W06,Hyderabad,South,P013,P013-10-W06,2023-11-01,2025-05-01,2577,805,972,13,2397,680,0,0,65294.28
I002138,2024-10-31,W06,Hyderabad,South,P014,P014-10-W06,2023-08-01,2025-02-01,762,1110,463,14,1395,671,0,0,35349.3
I002139,2024-10-31,W06,Hyderabad,South,P015,P015-10-W06,2024-02-01,2027-02-01,1444,403,1721,1,125,571,0,0,3550
I002140,2024-10-31,W06,Hyderabad,South,P016,P016-10-W06,2023-11-01,2026-05-01,2587,1465,994,5,3053,964,0,0,147887.32
I002141,2024-10-31,W06,Hyderabad,South,P017,P017-10-W06,2024-02-01,2026-08-01,1654,1208,1135,5,1722,653,0,0,84756.84
I002142,2024-10-31,W06,Hyderabad,South,P018,P018-10-W06,2023-11-01,2026-05-01,1642,1263,1066,14,1825,926,0,0,124775.25
I002143,2024-10-31,W06,Hyderabad,South,P019,P019-10-W06,2023-08-01,2025-08-01,1996,319,645,2,1668,586,0,0,115792.56
I002144,2024-10-31,W06,Hyderabad,South,P020,P020-10-W06,2023-08-01,2025-02-01,901,920,1483,1,337,520,0,0,18966.36
I002145,2024-10-31,W06,Hyderabad,South,P021,P021-10-W06,2024-05-01,2026-05-01,1692,788,1598,15,867,733,0,0,63048.24
I002146,2024-10-31,W06,Hyderabad,South,P022,P022-10-W06,2024-05-01,2025-11-01,726,581,1055,7,245,515,0,0,19051.2
I002147,2024-10-31,W06,Hyderabad,South,P023,P023-10-W06,2023-11-01,2026-05-01,763,1436,1494,11,694,786,0,0,64916.76
I002148,2024-10-31,W06,Hyderabad,South,P024,P024-10-W06,2023-11-01,2025-11-01,2142,272,1071,12,1331,918,0,0,288241.36
I002149,2024-10-31,W06,Hyderabad,South,P025,P025-10-W06,2023-11-01,2025-05-01,1625,1255,1310,10,1560,559,0,0,24117.6
I002150,2024-10-31,W06,Hyderabad,South,P026,P026-10-W06,2024-05-01,2025-11-01,1958,620,1765,14,799,881,0,0,20438.42
I002151,2024-10-31,W06,Hyderabad,South,P027,P027-10-W06,2023-11-01,2025-05-01,1005,1309,580,13,1721,846,0,0,59185.19
I002152,2024-10-31,W06,Hyderabad,South,P028,P028-10-W06,2023-08-01,2026-02-01,1029,730,1715,7,37,789,0,0,1648.72
I002153,2024-10-31,W06,Hyderabad,South,P029,P029-10-W06,2023-08-01,2026-08-01,1432,925,2199,14,144,846,0,0,9280.8
I002154,2024-10-31,W06,Hyderabad,South,P030,P030-10-W06,2024-05-01,2027-05-01,1273,697,1915,1,54,858,0,0,3368.52
I002155,2024-10-31,W06,Hyderabad,South,P031,P031-10-W06,2024-05-01,2027-05-01,1720,334,1484,8,562,838,0,0,32860.14
I002156,2024-10-31,W06,Hyderabad,South,P032,P032-10-W06,2023-11-01,2026-05-01,637,107,744,0,0,715,5,0,0
I002157,2024-10-31,W06,Hyderabad,South,P033,P033-10-W06,2023-08-01,2026-02-01,2316,136,1081,11,1360,628,0,0,95512.8
I002158,2024-10-31,W06,Hyderabad,South,P034,P034-10-W06,2023-08-01,2025-02-01,1504,368,611,1,1260,649,0,0,83349
I002159,2024-10-31,W06,Hyderabad,South,P035,P035-10-W06,2023-08-01,2026-02-01,1414,857,761,6,1504,548,0,0,133886.08
I002160,2024-10-31,W06,Hyderabad,South,P036,P036-10-W06,2024-02-01,2025-08-01,2105,722,954,15,1858,726,0,0,421561.62
I002161,2024-11-30,W01,Delhi,North,P001,P001-11-W01,2023-12-01,2026-12-01,1355,470,1706,2,117,831,0,0,2448.81
