sale_id,invoice_date,product_id,distributor_id,region,state,city,channel,quantity_units,gross_sales_inr,discount_inr,net_sales_inr,cogs_inr,gross_profit_inr,units_returned,return_value_inr,doctor_specialty,sales_rep_id,payment_days,on_time_payment
S002989,2024-12-20,P034,D025,North,Delhi,New Delhi,Government Tender,327,47807.4,9083.41,38723.99,21631.05,17092.94,0,0,Not Applicable,SR013,65,No
S002990,2025-07-10,P004,D010,East,West Bengal,Kolkata,Government Tender,99,7120.08,1352.82,5767.26,3542.22,2225.04,0,0,General Physician,SR014,75,No
S002991,2024-07-19,P002,D040,West,Maharashtra,Mumbai,Government Tender,157,7550.13,1434.52,6115.61,3813.53,2302.08,0,0,Cardiologist,SR015,59,No
S002992,2025-01-26,P017,D020,South,Tamil Nadu,Chennai,Government Tender,493,45622.22,8668.22,36954,24265.46,12688.54,0,0,Orthopedist,SR016,47,No
S002993,2024-07-15,P010,D051,North,Punjab,Ludhiana,Retail Pharmacy,289,47254.39,4487.36,42767.03,21383.11,21383.92,0,0,Not Applicable,SR017,19,Yes
S002994,2024-12-01,P015,D058,East,West Bengal,Kolkata,Clinic,267,16073.4,1468.55,14604.85,7582.8,7022.05,0,0,Pulmonologist,SR018,16,No
S002995,2025-10-08,P011,D026,North,Uttar Pradesh,Lucknow,Retail Pharmacy,118,22664.26,2161.18,20503.08,11165.16,9337.92,0,0,Pulmonologist,SR019,28,Yes
S002996,2024-03-25,P027,D025,North,Delhi,New Delhi,Government Tender,283,20633.53,3920.37,16713.16,9732.37,6980.79,0,0,Cardiologist,SR020,50,Yes
S002997,2025-05-30,P020,D048,Central,Madhya Pradesh,Indore,Clinic,151,19119.62,1324.58,17795.04,8498.28,9296.76,0,0,Not Applicable,SR021,13,Yes
S002998,2025-07-24,P032,D022,East,West Bengal,Kolkata,Hospital,461,53577.42,6429.29,47148.13,23810.65,23337.48,0,0,Not Applicable,SR022,54,Yes
S002999,2024-10-25,P016,D011,East,Odisha,Bhubaneswar,Retail Pharmacy,402,39138.72,3114.66,36024.06,19472.88,16551.18,0,0,Gastroenterologist,SR023,17,No
S003000,2025-05-02,P026,D051,North,Punjab,Ludhiana,Retail Pharmacy,149,7546.85,683.29,6863.56,3811.42,3052.14,0,0,Cardiologist,SR024,30,Yes
S003001,2025-10-21,P015,D029,West,Gujarat,Ahmedabad,E-Pharmacy,298,17939.6,1194.21,16745.39,8463.2,8282.19,0,0,Cardiologist,SR001,59,Yes
S003002,2024-01-21,P017,D026,North,Uttar Pradesh,Lucknow,Retail Pharmacy,326,30168.04,3000.17,27167.87,16045.72,11122.15,0,0,Gastroenterologist,SR002,15,Yes
S003003,2024-08-12,P008,D058,East,West Bengal,Kolkata,Clinic,424,61136.56,4539.53,56597.03,27169.92,29427.11,0,0,Not Applicable,SR003,17,No
S003004,2025-02-07,P019,D034,East,West Bengal,Kolkata,E-Pharmacy,307,44330.8,4724.67,39606.13,21311.94,18294.19,0,0,Orthopedist,SR004,36,No
S003005,2025-09-13,P027,D044,South,Tamil Nadu,Chennai,E-Pharmacy,85,6197.35,483.86,5713.49,2923.15,2790.34,0,0,Orthopedist,SR005,13,Yes
S003006,2025-03-28,P019,D058,East,West Bengal,Kolkata,Clinic,276,39854.4,3725.77,36128.63,19159.92,16968.71,0,0,Gastroenterologist,SR006,12,Yes
S003007,2025-12-19,P033,D050,North,Uttar Pradesh,Lucknow,Government Tender,430,65833,12508.27,53324.73,30198.9,23125.83,0,0,Not Applicable,SR007,11,Yes
S003008,2025-09-27,P002,D035,East,Odisha,Bhubaneswar,Government Tender,392,18851.28,3581.74,15269.54,9521.68,5747.86,0,0,Cardiologist,SR008,28,No
S003009,2025-03-05,P021,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,388,61505.76,6230.39,55275.37,28215.36,27060.01,0,0,Not Applicable,SR009,10,Yes
S003010,2025-12-23,P002,D050,North,Uttar Pradesh,Lucknow,Government Tender,157,7550.13,1434.52,6115.61,3813.53,2302.08,0,0,Cardiologist,SR010,8,Yes
S003011,2025-12-15,P015,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,57,3431.4,251.07,3180.33,1618.8,1561.53,0,0,Pulmonologist,SR011,15,Yes
S003012,2025-08-24,P025,D030,West,Rajasthan,Jaipur,Government Tender,204,6464.76,1228.3,5236.46,3153.84,2082.62,0,0,Orthopedist,SR012,64,No
S003013,2025-11-14,P015,D019,South,Karnataka,Bengaluru,E-Pharmacy,264,15892.8,1011.63,14881.17,7497.6,7383.57,17,958.26,Pulmonologist,SR013,43,Yes
S003014,2025-01-07,P011,D028,West,Maharashtra,Mumbai,Clinic,65,12484.55,1178.56,11305.99,6150.3,5155.69,0,0,Orthopedist,SR014,21,Yes
S003015,2025-01-26,P007,D001,North,Delhi,New Delhi,Retail Pharmacy,308,40295.64,4366.63,35929.01,19373.2,16555.81,22,2566.36,Diabetologist,SR015,24,Yes
S003016,2025-08-04,P002,D024,Central,Madhya Pradesh,Indore,E-Pharmacy,465,22361.85,2273.79,20088.06,11294.85,8793.21,0,0,Orthopedist,SR016,40,Yes
S003017,2024-03-06,P016,D002,North,Uttar Pradesh,Lucknow,Hospital,237,23074.32,2768.92,20305.4,11480.28,8825.12,0,0,General Physician,SR017,20,No
S003018,2024-11-14,P016,D060,Central,Madhya Pradesh,Indore,Government Tender,294,28623.84,5438.53,23185.31,14241.36,8943.95,0,0,Orthopedist,SR018,70,No
S003019,2024-11-24,P033,D057,South,Telangana,Hyderabad,Hospital,51,7808.1,936.97,6871.13,3581.73,3289.4,0,0,Not Applicable,SR019,21,Yes
S003020,2025-08-01,P027,D045,South,Telangana,Hyderabad,Government Tender,346,25226.86,4793.1,20433.76,11898.94,8534.82,0,0,Cardiologist,SR020,46,No
S003021,2024-02-16,P010,D020,South,Tamil Nadu,Chennai,Government Tender,338,55266.38,10500.61,44765.77,25008.62,19757.15,0,0,Not Applicable,SR021,38,Yes
S003022,2025-02-05,P027,D018,West,Rajasthan,Jaipur,Clinic,101,7363.91,806.61,6557.3,3473.39,3083.91,0,0,Pulmonologist,SR022,33,No
S003023,2024-07-24,P021,D002,North,Uttar Pradesh,Lucknow,Hospital,70,11096.4,1331.57,9764.83,5090.4,4674.43,0,0,Not Applicable,SR023,11,Yes
S003024,2024-06-07,P015,D060,Central,Madhya Pradesh,Indore,Government Tender,448,26969.6,5124.22,21845.38,12723.2,9122.18,0,0,Orthopedist,SR024,51,Yes
S003025,2024-03-04,P034,D048,Central,Madhya Pradesh,Indore,Clinic,417,60965.4,5200.05,55765.35,27584.55,28180.8,0,0,Not Applicable,SR001,14,Yes
S003026,2024-01-13,P020,D037,North,Delhi,New Delhi,Hospital,345,43683.9,5242.07,38441.83,19416.6,19025.23,0,0,Not Applicable,SR002,36,Yes
S003027,2025-03-04,P020,D022,East,West Bengal,Kolkata,Hospital,363,45963.06,5515.57,40447.49,20429.64,20017.85,0,0,Not Applicable,SR003,56,Yes
S003028,2025-03-21,P014,D052,West,Maharashtra,Mumbai,Hospital,376,18863.92,2263.67,16600.25,9527.84,7072.41,0,0,General Physician,SR004,20,Yes
S003029,2025-12-15,P017,D033,South,Telangana,Hyderabad,Clinic,137,12677.98,1224.46,11453.52,6743.14,4710.38,0,0,Diabetologist,SR005,18,Yes
S003030,2024-06-06,P011,D056,South,Tamil Nadu,Chennai,Retail Pharmacy,349,67032.43,4633.21,62399.22,33022.38,29376.84,0,0,Gastroenterologist,SR006,6,Yes
S003031,2025-09-29,P004,D001,North,Delhi,New Delhi,Retail Pharmacy,140,10068.8,890.85,9177.95,5009.2,4168.75,0,0,Gastroenterologist,SR007,17,Yes
S003032,2025-10-26,P033,D047,East,Odisha,Bhubaneswar,Hospital,261,39959.1,4795.09,35164.01,18330.03,16833.98,0,0,Not Applicable,SR008,37,Yes
S003033,2024-10-25,P024,D044,South,Tamil Nadu,Chennai,E-Pharmacy,80,34130.4,3695.76,30434.64,17324.8,13109.84,0,0,Pulmonologist,SR009,29,Yes
S003034,2024-07-03,P036,D059,East,Odisha,Bhubaneswar,E-Pharmacy,90,40228.2,3806.43,36421.77,20420.1,16001.67,0,0,General Physician,SR010,10,Yes
S003035,2025-12-05,P006,D016,West,Maharashtra,Mumbai,Retail Pharmacy,187,20182.91,1572.69,18610.22,10851.61,7758.61,0,0,Diabetologist,SR011,48,Yes
S003036,2025-08-26,P005,D033,South,Telangana,Hyderabad,Clinic,469,40137.02,4181.27,35955.75,21348.88,14606.87,7,536.65,Orthopedist,SR012,16,Yes
S003037,2025-03-25,P017,D035,East,Odisha,Bhubaneswar,Government Tender,129,11937.66,2268.16,9669.5,6349.38,3320.12,0,0,Gastroenterologist,SR013,27,No
S003038,2025-09-02,P012,D022,East,West Bengal,Kolkata,Hospital,262,114685.26,13762.23,100923.03,58216.4,42706.63,0,0,Orthopedist,SR014,62,No
S003039,2025-11-10,P015,D018,West,Rajasthan,Jaipur,Clinic,161,9692.2,747.47,8944.73,4572.4,4372.33,0,0,Orthopedist,SR015,24,Yes
S003040,2024-07-19,P028,D029,West,Gujarat,Ahmedabad,E-Pharmacy,359,32155.63,2479,29676.63,15997.04,13679.59,0,0,Diabetologist,SR016,64,No
S003041,2025-10-19,P021,D007,South,Karnataka,Bengaluru,Hospital,412,65310.24,7837.23,57473.01,29960.64,27512.37,0,0,Not Applicable,SR017,30,Yes
S003042,2025-02-20,P033,D002,North,Uttar Pradesh,Lucknow,Hospital,62,9492.2,1139.06,8353.14,4354.26,3998.88,0,0,Not Applicable,SR018,17,No
S003043,2024-06-12,P025,D020,South,Tamil Nadu,Chennai,Government Tender,216,6845.04,1300.56,5544.48,3339.36,2205.12,0,0,Pulmonologist,SR019,49,No
S003044,2024-02-12,P031,D045,South,Telangana,Hyderabad,Government Tender,412,50103.32,9519.63,40583.69,24089.64,16494.05,0,0,Diabetologist,SR020,54,No
S003045,2024-09-10,P019,D033,South,Telangana,Hyderabad,Clinic,162,23392.8,2276.11,21116.69,11246.04,9870.65,0,0,Orthopedist,SR021,18,Yes
S003046,2025-09-17,P020,D015,North,Punjab,Ludhiana,Government Tender,263,33301.06,6327.2,26973.86,14801.64,12172.22,0,0,Not Applicable,SR022,51,No
S003047,2024-02-04,P036,D056,South,Tamil Nadu,Chennai,Retail Pharmacy,97,43357.06,4166.87,39190.19,22008.33,17181.86,0,0,Diabetologist,SR023,13,Yes
S003048,2025-05-05,P031,D049,North,Delhi,New Delhi,E-Pharmacy,197,23957.17,2307.46,21649.71,11518.59,10131.12,0,0,Diabetologist,SR024,50,Yes
S003049,2025-10-18,P036,D022,East,West Bengal,Kolkata,Hospital,376,168064.48,20167.74,147896.74,85310.64,62586.1,0,0,Diabetologist,SR001,46,Yes
S003050,2024-02-11,P008,D044,South,Tamil Nadu,Chennai,E-Pharmacy,68,9804.92,589.01,9215.91,4357.44,4858.47,0,0,Not Applicable,SR002,22,Yes
S003051,2025-10-18,P027,D010,East,West Bengal,Kolkata,Government Tender,379,27632.89,5250.25,22382.64,13033.81,9348.83,0,0,General Physician,SR003,52,Yes
S003052,2024-11-03,P008,D006,West,Rajasthan,Jaipur,Retail Pharmacy,221,31865.99,2276.35,29589.64,14161.68,15427.96,0,0,Not Applicable,SR004,44,Yes
S003053,2024-02-02,P026,D060,Central,Madhya Pradesh,Indore,Government Tender,117,5926.05,1125.95,4800.1,2992.86,1807.24,0,0,Cardiologist,SR005,52,Yes
S003054,2024-02-18,P013,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,101,5639.84,614.86,5024.98,2751.24,2273.74,0,0,Diabetologist,SR006,27,Yes
S003055,2025-05-03,P024,D033,South,Telangana,Hyderabad,Clinic,422,180037.86,18609.36,161428.5,91388.32,70040.18,0,0,Diabetologist,SR007,26,Yes
S003056,2025-08-28,P033,D009,South,Telangana,Hyderabad,E-Pharmacy,298,45623.8,4665.6,40958.2,20928.54,20029.66,0,0,Not Applicable,SR008,18,Yes
S003057,2025-08-22,P014,D059,East,Odisha,Bhubaneswar,E-Pharmacy,100,5017,313.39,4703.61,2534,2169.61,0,0,General Physician,SR009,5,Yes
S003058,2024-12-15,P016,D051,North,Punjab,Ludhiana,Retail Pharmacy,53,5160.08,397.45,4762.63,2567.32,2195.31,0,0,Pulmonologist,SR010,26,Yes
S003059,2024-05-31,P031,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,392,47671.12,2958.69,44712.43,22920.24,21792.19,0,0,Orthopedist,SR011,27,Yes
S003060,2024-06-14,P024,D039,North,Punjab,Ludhiana,E-Pharmacy,107,45649.41,3273.75,42375.66,23171.92,19203.74,0,0,Cardiologist,SR012,31,Yes
S003061,2025-08-09,P007,D049,North,Delhi,New Delhi,E-Pharmacy,354,46313.82,4554.22,41759.6,22266.6,19493,0,0,Pulmonologist,SR013,61,No
S003062,2025-11-23,P035,D047,East,Odisha,Bhubaneswar,Hospital,264,47710.08,5725.21,41984.87,23501.28,18483.59,0,0,General Physician,SR014,41,Yes
S003063,2025-05-10,P007,D033,South,Telangana,Hyderabad,Clinic,123,16092.09,1189.62,14902.47,7736.7,7165.77,0,0,Orthopedist,SR015,25,Yes
S003064,2025-11-06,P011,D006,West,Rajasthan,Jaipur,Retail Pharmacy,139,26697.73,2892.95,23804.78,13152.18,10652.6,0,0,Gastroenterologist,SR016,41,Yes
S003065,2025-02-24,P011,D048,Central,Madhya Pradesh,Indore,Clinic,52,9987.64,997.9,8989.74,4920.24,4069.5,0,0,Orthopedist,SR017,22,Yes
S003066,2025-05-19,P011,D003,North,Punjab,Ludhiana,Clinic,106,20359.42,1926.28,18433.14,10029.72,8403.42,0,0,Pulmonologist,SR018,38,Yes
S003067,2025-06-08,P021,D029,West,Gujarat,Ahmedabad,E-Pharmacy,102,16169.04,1496.5,14672.54,7417.44,7255.1,0,0,Not Applicable,SR019,45,Yes
S003068,2024-07-06,P008,D034,East,West Bengal,Kolkata,E-Pharmacy,409,58973.71,4456.36,54517.35,26208.72,28308.63,0,0,Not Applicable,SR020,12,Yes
S003069,2025-08-07,P027,D049,North,Delhi,New Delhi,E-Pharmacy,61,4447.51,383,4064.51,2097.79,1966.72,0,0,Pulmonologist,SR021,43,Yes
S003070,2024-10-15,P036,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,163,72857.74,5231.82,67625.92,36983.07,30642.85,0,0,Cardiologist,SR022,10,Yes
S003071,2024-10-09,P025,D042,West,Rajasthan,Jaipur,Hospital,151,4785.19,574.22,4210.97,2334.46,1876.51,0,0,Gastroenterologist,SR023,52,Yes
S003072,2025-11-19,P036,D001,North,Delhi,New Delhi,Retail Pharmacy,155,69281.9,4375.24,64906.66,35167.95,29738.71,0,0,Diabetologist,SR024,13,Yes
S003073,2024-04-04,P015,D047,East,Odisha,Bhubaneswar,Hospital,313,18842.6,2261.11,16581.49,8889.2,7692.29,0,0,General Physician,SR001,35,Yes
S003074,2025-08-30,P014,D058,East,West Bengal,Kolkata,Clinic,123,6170.91,470.1,5700.81,3116.82,2583.99,0,0,Pulmonologist,SR002,3,Yes
S003075,2025-03-28,P002,D058,East,West Bengal,Kolkata,Clinic,85,4087.65,251.01,3836.64,2064.65,1771.99,0,0,General Physician,SR003,7,Yes
S003076,2024-12-03,P020,D020,South,Tamil Nadu,Chennai,Government Tender,66,8356.92,1587.81,6769.11,3714.48,3054.63,0,0,Not Applicable,SR004,55,No
S003077,2024-01-05,P022,D046,East,West Bengal,Kolkata,Retail Pharmacy,289,49667.54,3232.78,46434.76,22472.64,23962.12,0,0,Not Applicable,SR005,46,No
S003078,2024-02-02,P004,D037,North,Delhi,New Delhi,Hospital,66,4746.72,569.61,4177.11,2361.48,1815.63,6,379.74,Pulmonologist,SR006,34,Yes
S003079,2025-09-23,P006,D016,West,Maharashtra,Mumbai,Retail Pharmacy,479,51698.47,4481.62,47216.85,27796.37,19420.48,0,0,Pulmonologist,SR007,65,No
S003080,2025-10-24,P018,D025,North,Delhi,New Delhi,Government Tender,347,44124.52,8383.66,35740.86,23724.39,12016.47,0,0,Gastroenterologist,SR008,66,No
S003081,2024-08-21,P025,D054,West,Rajasthan,Jaipur,E-Pharmacy,185,5862.65,642.8,5219.85,2860.1,2359.75,0,0,General Physician,SR009,43,Yes
S003082,2024-02-16,P017,D008,South,Tamil Nadu,Chennai,Clinic,376,34795.04,3364.67,31430.37,18506.72,12923.65,0,0,Pulmonologist,SR010,7,Yes
S003083,2024-01-07,P003,D003,North,Punjab,Ludhiana,Clinic,399,32785.83,2740.54,30045.29,15465.24,14580.05,0,0,Orthopedist,SR011,37,Yes
S003084,2024-07-27,P005,D039,North,Punjab,Ludhiana,E-Pharmacy,338,28926.04,1862.84,27063.2,15385.76,11677.44,0,0,Cardiologist,SR012,29,Yes
S003085,2025-07-17,P031,D057,South,Telangana,Hyderabad,Hospital,239,29064.79,3487.77,25577.02,13974.33,11602.69,0,0,General Physician,SR013,13,Yes
S003086,2025-02-04,P004,D024,Central,Madhya Pradesh,Indore,E-Pharmacy,279,20065.68,1772.04,18293.64,9982.62,8311.02,0,0,Gastroenterologist,SR014,43,Yes
S003087,2025-06-07,P001,D056,South,Tamil Nadu,Chennai,Retail Pharmacy,174,7464.6,744.97,6719.63,3641.82,3077.81,0,0,General Physician,SR015,20,No
S003088,2025-11-26,P034,D053,West,Gujarat,Ahmedabad,Clinic,114,16666.8,1141.31,15525.49,7541.1,7984.39,0,0,Not Applicable,SR016,29,Yes
S003089,2024-07-09,P006,D058,East,West Bengal,Kolkata,Clinic,176,18995.68,1955.11,17040.57,10213.28,6827.29,0,0,General Physician,SR017,3,Yes
S003090,2025-10-29,P006,D008,South,Tamil Nadu,Chennai,Clinic,195,21046.35,1550.84,19495.51,11315.85,8179.66,0,0,Orthopedist,SR018,3,Yes
S003091,2025-02-04,P016,D058,East,West Bengal,Kolkata,Clinic,112,10904.32,900.89,10003.43,5425.28,4578.15,0,0,Pulmonologist,SR019,3,Yes
S003092,2025-12-24,P018,D022,East,West Bengal,Kolkata,Hospital,232,29501.12,3540.13,25960.99,15861.84,10099.15,22,2461.82,General Physician,SR020,56,Yes
S003093,2024-03-23,P021,D049,North,Delhi,New Delhi,E-Pharmacy,76,12047.52,1073.18,10974.34,5526.72,5447.62,0,0,Not Applicable,SR021,46,Yes
S003094,2025-10-11,P012,D013,North,Delhi,New Delhi,Clinic,481,210548.13,22014.71,188533.42,106878.2,81655.22,0,0,General Physician,SR022,64,No
S003095,2024-04-12,P033,D013,North,Delhi,New Delhi,Clinic,63,9645.3,930.75,8714.55,4424.49,4290.06,0,0,Not Applicable,SR023,64,No
S003096,2024-08-01,P034,D004,West,Maharashtra,Mumbai,E-Pharmacy,92,13450.4,1388.18,12062.22,6085.8,5976.42,0,0,Not Applicable,SR024,32,No
S003097,2024-04-21,P035,D017,West,Gujarat,Ahmedabad,Hospital,422,76263.84,9151.66,67112.18,37566.44,29545.74,0,0,Cardiologist,SR001,3,Yes
S003098,2024-06-21,P011,D045,South,Telangana,Hyderabad,Government Tender,298,57236.86,10875,46361.86,28196.76,18165.1,0,0,Pulmonologist,SR002,59,No
S003099,2025-05-21,P012,D028,West,Maharashtra,Mumbai,Clinic,214,93674.22,6690.2,86984.02,47550.8,39433.22,19,7722.88,Diabetologist,SR003,26,Yes
S003100,2025-11-16,P031,D052,West,Maharashtra,Mumbai,Hospital,308,37455.88,4494.71,32961.17,18008.76,14952.41,0,0,Diabetologist,SR004,14,Yes
S003101,2025-02-19,P035,D013,North,Delhi,New Delhi,Clinic,169,30541.68,2828.27,27713.41,15044.38,12669.03,0,0,Gastroenterologist,SR005,56,Yes
S003102,2025-12-19,P006,D035,East,Odisha,Bhubaneswar,Government Tender,52,5612.36,1066.35,4546.01,3017.56,1528.45,0,0,Diabetologist,SR006,7,Yes
S003103,2025-02-02,P021,D052,West,Maharashtra,Mumbai,Hospital,369,58493.88,7019.27,51474.61,26833.68,24640.93,0,0,Not Applicable,SR007,13,Yes
S003104,2024-07-15,P006,D001,North,Delhi,New Delhi,Retail Pharmacy,480,51806.4,4166.32,47640.08,27854.4,19785.68,0,0,Cardiologist,SR008,15,Yes
S003105,2024-02-17,P036,D016,West,Maharashtra,Mumbai,Retail Pharmacy,155,69281.9,5593.19,63688.71,35167.95,28520.76,16,6574.32,Pulmonologist,SR009,44,Yes
S003106,2024-01-23,P030,D018,West,Rajasthan,Jaipur,Clinic,404,46872.08,4617.19,42254.89,25201.52,17053.37,0,0,Pulmonologist,SR010,31,No
S003107,2025-03-19,P032,D056,South,Tamil Nadu,Chennai,Retail Pharmacy,59,6856.98,680.95,6176.03,3047.35,3128.68,0,0,Not Applicable,SR011,6,Yes
S003108,2025-12-03,P001,D043,South,Karnataka,Bengaluru,Clinic,136,5834.4,392.49,5441.91,2846.48,2595.43,0,0,Cardiologist,SR012,20,No
S003109,2024-08-02,P028,D038,North,Uttar Pradesh,Lucknow,Clinic,296,26512.72,2880.96,23631.76,13189.76,10442,0,0,Gastroenterologist,SR013,45,Yes
S003110,2024-02-29,P019,D014,North,Uttar Pradesh,Lucknow,E-Pharmacy,171,24692.4,1627.47,23064.93,11870.82,11194.11,0,0,General Physician,SR014,21,Yes
S003111,2025-03-12,P016,D048,Central,Madhya Pradesh,Indore,Clinic,345,33589.2,2325.19,31264.01,16711.8,14552.21,0,0,Gastroenterologist,SR015,31,No
S003112,2024-09-22,P007,D014,North,Uttar Pradesh,Lucknow,E-Pharmacy,135,17662.05,1711.6,15950.45,8491.5,7458.95,0,0,Pulmonologist,SR016,14,Yes
S003113,2024-07-20,P020,D005,West,Gujarat,Ahmedabad,Government Tender,142,17980.04,3416.21,14563.83,7991.76,6572.07,0,0,Not Applicable,SR017,36,No
S003114,2025-09-20,P016,D033,South,Telangana,Hyderabad,Clinic,295,28721.2,1877.04,26844.16,14289.8,12554.36,0,0,Pulmonologist,SR018,32,No
S003115,2025-12-26,P034,D024,Central,Madhya Pradesh,Indore,E-Pharmacy,305,44591,4753.2,39837.8,20175.75,19662.05,0,0,Not Applicable,SR019,35,Yes
S003116,2025-12-04,P032,D038,North,Uttar Pradesh,Lucknow,Clinic,333,38701.26,2328.91,36372.35,17199.45,19172.9,0,0,Not Applicable,SR020,44,Yes
S003117,2025-12-16,P005,D008,South,Tamil Nadu,Chennai,Clinic,374,32006.92,2374.27,29632.65,17024.48,12608.17,0,0,Pulmonologist,SR021,16,No
S003118,2025-10-18,P009,D051,North,Punjab,Ludhiana,Retail Pharmacy,525,74019.75,4943.42,69076.33,33951.75,35124.58,0,0,Not Applicable,SR022,33,No
S003119,2024-03-05,P007,D028,West,Maharashtra,Mumbai,Clinic,190,24857.7,2379.59,22478.11,11951,10527.11,0,0,Gastroenterologist,SR023,33,No
S003120,2025-10-29,P014,D034,East,West Bengal,Kolkata,E-Pharmacy,52,2608.84,236.71,2372.13,1317.68,1054.45,0,0,Cardiologist,SR024,14,Yes
S003121,2025-06-12,P032,D057,South,Telangana,Hyderabad,Hospital,278,32309.16,3877.1,28432.06,14358.7,14073.36,0,0,Not Applicable,SR001,11,Yes
S003122,2025-10-10,P022,D019,South,Karnataka,Bengaluru,E-Pharmacy,207,35575.02,2380.47,33194.55,16096.32,17098.23,0,0,Not Applicable,SR002,47,Yes
S003123,2025-07-27,P035,D004,West,Maharashtra,Mumbai,E-Pharmacy,125,22590,1929.99,20660.01,11127.5,9532.51,0,0,Cardiologist,SR003,25,Yes
S003124,2024-08-02,P026,D026,North,Uttar Pradesh,Lucknow,Retail Pharmacy,423,21424.95,1955.95,19469,10820.34,8648.66,0,0,Cardiologist,SR004,22,Yes
S003125,2025-08-09,P025,D015,North,Punjab,Ludhiana,Government Tender,105,3327.45,632.22,2695.23,1623.3,1071.93,0,0,Cardiologist,SR005,41,Yes
S003126,2024-08-15,P027,D003,North,Punjab,Ludhiana,Clinic,426,31059.66,2193.9,28865.76,14650.14,14215.62,0,0,Gastroenterologist,SR006,27,Yes
S003127,2024-05-02,P013,D014,North,Uttar Pradesh,Lucknow,E-Pharmacy,106,5919.04,526.84,5392.2,2887.44,2504.76,0,0,General Physician,SR007,15,Yes
S003128,2025-05-28,P010,D034,East,West Bengal,Kolkata,E-Pharmacy,401,65567.51,6980.93,58586.58,29669.99,28916.59,0,0,Not Applicable,SR008,34,No
S003129,2024-06-03,P028,D047,East,Odisha,Bhubaneswar,Hospital,84,7523.88,902.87,6621.01,3743.04,2877.97,0,0,Gastroenterologist,SR009,47,No
S003130,2025-05-12,P027,D035,East,Odisha,Bhubaneswar,Government Tender,402,29309.82,5568.87,23740.95,13824.78,9916.17,0,0,Gastroenterologist,SR010,12,Yes
S003131,2025-05-17,P036,D053,West,Gujarat,Ahmedabad,Clinic,137,61236.26,5493.36,55742.9,31083.93,24658.97,0,0,Gastroenterologist,SR011,32,No
S003132,2024-11-24,P001,D033,South,Telangana,Hyderabad,Clinic,200,8580,897.4,7682.6,4186,3496.6,0,0,Orthopedist,SR012,14,Yes
S003133,2024-07-11,P034,D011,East,Odisha,Bhubaneswar,Retail Pharmacy,315,46053,3000.17,43052.83,20837.25,22215.58,0,0,Not Applicable,SR013,4,Yes
S003134,2025-09-08,P014,D035,East,Odisha,Bhubaneswar,Government Tender,294,14749.98,2802.5,11947.48,7449.96,4497.52,0,0,Diabetologist,SR014,27,No
S003135,2025-03-14,P026,D057,South,Telangana,Hyderabad,Hospital,429,21728.85,2607.46,19121.39,10973.82,8147.57,0,0,Cardiologist,SR015,31,No
S003136,2024-09-25,P029,D019,South,Karnataka,Bengaluru,E-Pharmacy,488,59126.08,4837.49,54288.59,31451.6,22836.99,45,5006.12,Gastroenterologist,SR016,47,Yes
S003137,2024-12-29,P030,D006,West,Rajasthan,Jaipur,Retail Pharmacy,293,33993.86,2077.22,31916.64,18277.34,13639.3,0,0,Diabetologist,SR017,45,Yes
S003138,2024-10-23,P004,D053,West,Gujarat,Ahmedabad,Clinic,480,34521.6,3257.6,31264,17174.4,14089.6,0,0,Pulmonologist,SR018,34,No
S003139,2025-09-13,P032,D015,North,Punjab,Ludhiana,Government Tender,433,50323.26,9561.42,40761.84,22364.45,18397.39,0,0,Not Applicable,SR019,36,Yes
S003140,2024-06-13,P010,D049,North,Delhi,New Delhi,E-Pharmacy,58,9483.58,809.76,8673.82,4291.42,4382.4,0,0,Not Applicable,SR020,65,No
S003141,2025-10-06,P031,D001,North,Delhi,New Delhi,Retail Pharmacy,123,14958.03,984.42,13973.61,7191.81,6781.8,13,1476.89,Pulmonologist,SR021,18,Yes
S003142,2025-05-07,P012,D013,North,Delhi,New Delhi,Clinic,294,128692.62,7843.96,120848.66,65326.8,55521.86,0,0,Pulmonologist,SR022,51,Yes
S003143,2024-04-12,P014,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,265,13295.05,1426.45,11868.6,6715.1,5153.5,0,0,Pulmonologist,SR023,7,Yes
S003144,2025-12-14,P001,D048,Central,Madhya Pradesh,Indore,Clinic,49,2102.1,229.4,1872.7,1025.57,847.13,0,0,Pulmonologist,SR024,36,No
S003145,2025-04-30,P006,D049,North,Delhi,New Delhi,E-Pharmacy,412,44467.16,2896.02,41571.14,23908.36,17662.78,0,0,Cardiologist,SR001,49,Yes
S003146,2025-07-04,P031,D057,South,Telangana,Hyderabad,Hospital,245,29794.45,3575.33,26219.12,14325.15,11893.97,19,2033.32,Cardiologist,SR002,19,Yes
S003147,2025-12-16,P025,D020,South,Tamil Nadu,Chennai,Government Tender,409,12961.21,2462.63,10498.58,6323.14,4175.44,0,0,Gastroenterologist,SR003,47,No
S003148,2025-06-09,P007,D007,South,Karnataka,Bengaluru,Hospital,351,45921.33,5510.56,40410.77,22077.9,18332.87,0,0,Gastroenterologist,SR004,45,Yes
